54838,0.345591992139816,0.0118613450980642
54985,0.352986007928848,0.00723867015568812
55389,0.278562992811203,0.0295577568176937
55513,0.249702006578445,0.0281493990041917
55619,0.234244003891945,0.033661534851587
55963,0.240599006414413,0.0236633032843173
56351,0.246345996856689,0.0245424854500756
56682,0.286446005105972,0.0128843859155046
57040,0.281554013490677,0.0143497055651615
57271,0.282826006412506,0.0277173329330554
57409,0.220731005072594,0.0196438719216873
57555,0.231628999114037,0.00573710781173179
57710,0.282213985919952,0.0124802059886299
57921,0.429125010967255,0.0256650368741126
58230,0.635757029056549,0.0169656194761855
58269,0.736093997955322,0.0247796281977093
58468,0.788421988487244,0.0276521887285652
58699,1.60585999488831,0.144189486512629
58834,1.90600001811981,0.157441029376662
58895,1.69924998283386,0.133529512866629
58948,1.90106999874115,0.0876673895740985
58977,1.7038300037384,0.141222443317927
59013,1.6379200220108,0.164869354682767
59062,1.3904299736023,0.13779200970764
59207,1.20803999900818,0.130388239357057
59275,0.920620977878571,0.0891952996061427
59433,0.529118001461029,0.0433156833476802
59634,0.628677010536194,0.0462214065085616
59741,0.411296010017395,0.0184498913885576
59979,0.648347020149231,0.0275582944968195
60126,0.810851991176605,0.0548637286466757
60262,0.571609020233154,0.0280554470537295
